Publisher Name,Publisher Registry Id,Version (with valid data),Reporting-Org (with valid data),Iati-identifier (with valid data),Participating Organisation (with valid data),Title (with valid data),Description (with valid data),Status (with valid data),Activity Date (with valid data),Sector (with valid data),Country or Region (with valid data),Average (with valid data),Version (with any data),Reporting-Org (with any data),Iati-identifier (with any data),Participating Organisation (with any data),Title (with any data),Description (with any data),Status (with any data),Activity Date (with any data),Sector (with any data),Country or Region (with any data),Average (with any data)
Universiteit Leiden,universiteit_leiden,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Universiti Malaya,rmc_um,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
University College London,ucl,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
University of Amsterdam,uva_org,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
University of Birmingham,universityofbirmingham,100,100,100,100,100,100,100,100,75,75,95,100,100,100,100,100,100,100,100,100,75,98
University of Cape Town,uct,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
University of Central Lancashire,uclan,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
University of Dar es Salaam,udsm-cbs,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
University of Dundee,uodcepmlp,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
University of Edinburgh,uoe,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
University of Kinshasa,dspd_unikin,100,100,100,67,100,100,100,100,100,0,87,100,100,100,100,100,100,100,100,100,0,90
University of Leeds,leedsuni,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
University Of Liverpool,uol,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
University of Nottingham,uni_of_nottingham,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
University of York,uoy,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
University Of Zimbabwe,1-uz,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
University Putra Malaysia,upm,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
University Twente,utwente,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Upper Quartile,uq,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Urgent Action Fund for Women's Human Rights,uaf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Urgent Action Fund Latin America and the Caribbean,uafla,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Urgent Action Fund-Africa,uaf-africa,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
UTZ,utz,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
UWEZO Youth Empowerment,uwezo_youth_empowerment,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Varkey Foundation,varkeyfoundation,100,100,100,0,100,100,100,100,100,97,90,100,100,100,100,100,100,100,100,100,97,100
VEI (Vitens-Evides International),vei_nl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,vsfbelgium,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
VIA Don Bosco,via-db,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Village Enterprise,villageenterprise,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Village Water Ltd,villagewater,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Vision Aid Overseas,vao,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Vision for a Nation Foundation,vfan,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
VisionFund International,vfi,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Viva,viva,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Viva Salud,g3w-m3m_admin,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Vlaamse Interuniversitaire Raad voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS),vlir-uos,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
VNG International,vngi,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Voluntary Health Association of India,vhai-org,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Voluntary Service Overseas (VSO),vso,100,100,83,100,83,83,100,83,83,83,90,100,100,83,100,83,83,100,100,100,83,93
VVOB Education for Development,vvob,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
VVSG - Vereniging van Vlaamse Steden en Gemeenten,vvsg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Wageningen University & Research - Stichting Wageningen Research,wageningen_ur,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Wala Ltd,walaltd,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
War Child Canada,wcc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
War Child Holland,warchildholland,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
War Child UK,wcuk,100,90,90,64,90,90,100,90,97,85,90,100,90,100,100,90,90,100,100,100,100,97
War on Want,waronwant,100,100,100,0,100,100,100,50,100,0,75,100,100,100,100,100,100,100,100,100,100,100
War on Want NI,wowni,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
WASH Alliance International,wai,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
WASTE advisers on urban environment and development,waste,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
WasteAid UK,wasteaid,100,100,100,67,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100
Water & Land Resource Center - Addis Ababa University,wlrc_aau,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Water & Sanitation for the Urban Poor (WSUP),wsup,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Water Finance Facility,wff,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Water for People,w4p,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Water Integrity Network Association,win,100,100,100,60,100,100,100,100,100,90,95,100,100,100,100,100,100,100,100,100,90,99
Water Witness International,water-witness-international,100,100,100,50,100,100,100,100,83,100,93,100,100,100,100,100,100,100,100,83,100,98
Water Works,waterworks,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
WaterAid,wateraid,100,100,100,97,100,88,100,100,100,100,98,100,100,100,98,100,88,100,100,100,100,99
Wayamo Foundation,wayamo,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
We Effect,weeffect,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100,100,100
We World - GVC Onlus,ww-gvc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Welbodi Partnership,welbodipartnership,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Wellfound,wellfound,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
Welsh Centre for International Affairs,wcia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Welthungerhilfe,whh,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Wemos Foundation,wemos,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Wereldsolidariteit-Solidarité Mondiale (WSM),wsm,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
West Africa Network for Peacebuilding,wanep,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Westminster Foundation for Democracy,wfd,100,100,100,83,100,100,100,100,100,83,97,100,100,100,100,100,100,100,100,100,83,98
Wetlands International,wi,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Wildlife Conservation Society,wcs,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
WILPF,wilpf_22,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Win Win Strategies,wws,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Windle Trust Kenya,wtk,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
WNF Wereld Natuur Fonds,wnf,100,100,100,62,100,100,100,100,100,62,92,100,100,100,100,100,100,100,100,100,62,96
"WO=MEN, Dutch Gender Platform",wo-men,100,100,100,75,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100
Wolayita Development Association,woda_0486,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Womankind Worldwide,womankindworld,100,100,100,33,100,100,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100
Women and Children First (UK),wcf,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Women Challenged to Challenge,wctc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women Engage for a Common Future,wecf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women Environmental Programme,wep,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women for Women International (UK),wfwiuk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women Peacemakers Program,wpp,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women's Action Group,wag-1983,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women's Environment & Development Organization,wedo,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Women's Fund Asia,wf-asia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women's Global Network on Reproductive Rights,wgnrr_iati,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Women's International Peace Centre,wipc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women's Refugee Commission,w_r_c,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
World Agroforestry Centre,icraf_,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
World Association for Christian Communication (UK),wacc-uk,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
World Bank Trust Funds,wbtf,100,100,100,100,100,100,100,100,75,97,97,100,100,100,100,100,100,100,100,99,97,100
World Benchmarking Alliance Foundation,wba,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Child Cancer UK,wccuk,100,100,100,83,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100
World Economic Forum,worldeconomicforum,100,100,100,100,100,100,100,100,100,50,95,100,100,100,100,100,100,100,100,100,50,95
World Economic Forum Geneva,weforum_geneva,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Education Inc.,wei,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
World Federalist Movement - Institute for Global Policy,wfm-igp,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Health Organization (WHO),who,100,100,100,83,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100
World Horse Welfare,whw2019,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Jewish Relief,wjr_001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Resources Institute,wri,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World University Service of Canada,wusc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Vegetable Center,worldveg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Vision Central African Republic,wv_cf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Vision Democratic Republic of Congo,wv_cd,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Vision Ethiopia,wv_et_activities,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Vision Germany,wv_de,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Vision International,wvi,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
World Vision Netherlands,wvnld,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Vision UK,wvuk,100,91,91,91,100,100,100,96,98,85,95,100,91,100,100,100,100,100,100,98,98,99
World Vision Zimbabwe,wvz-gec,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
World Waternet,worldwaternet,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Wide Fund for Nature - Kenya,wwf-kenya,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Wide Fund for Nature - Pakistan,wwfpakistan,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
World Wide Fund for Nature Belgium (WWF-BE),wwf-be,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
World Wide Fund for Nature Denmark,wwfdk,100,100,100,86,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100
World Wide Fund for Nature Zambia,wwfzambia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Young Women's Christian Association,world_ywca,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Worldwide Hospice Palliative Care Alliance,whpca,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
WSP USA Solutions Inc.,lbg,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
WWF Indonesia,wwf_id,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
WWF Paraguay,wwf-py,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
WWF Sweden,wwf-se,100,100,100,100,100,100,100,100,38,75,91,100,100,100,100,100,100,100,100,100,100,100
WWF TUNISIA,wwfna,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
WWF-BRASIL,wwfbr,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
WWF-UK,wwf-uk,44,100,91,2,100,65,100,44,44,100,69,100,100,91,100,100,65,100,44,44,100,84
WYG International B.V.,wygi,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Y Care International,ycare,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Yamaan Foundation for Health and Social Development,yffhsd,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Yayasan PEKKA,pekka_21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
YMCA of Liberia,libymca,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Young Africa International HUB,yai-hub,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Young Innovations Pvt. Ltd,yipl,100,100,33,100,100,100,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100
Young Women Christian Association of South Sudan (YWCA SS),ywcass,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Young Women's Christian Association of Kenya,ywcakenya,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Youth Business International,ybi,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Youth Development Labs Inc,ylabs,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Youth Net and Counselling - YONECO,yoneco1997,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
YWCA of Bangladesh,ywcabd,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
YWCA Palestine,ywca,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Zambia Orphans Aid UK,zoa_uk,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Zimbabwe Educational Trust,zet,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Zimmerman Zimmerman,zimmzimm,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Zing,zing,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
ZOA,zoa,100,100,100,80,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100
Zoological Society of London,zsl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
